age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date
48,49593.73,584,19594.61,26.81,1,5.1,926.67,7,8817.18,Female,Full-Time,Bachelor,Car,East,Divorced,2022,60,14/6/2022
64,,392,19714.39,41.25,5,2.6,3710.18,4,56192.68,Female,Retired,High School,Personal,East,,2016,48,5/4/2016
70,54441.44,687,9285.24,9.56,4,3,3111.26,3,18558.79,Female,Unemployed,Bachelor,Home,North,Divorced,2023,60,19/8/2023
29,67560.57,641,53288.55,21.64,4,11.5,11263.77,1,13572.77,Female,Full-Time,,Business,North,Married,2010,36,14/9/2010
33,50101.9,588,26606.92,41.57,4,11.8,1517.24,0,11815.29,Male,Full-Time,Bachelor,Home,South,Single,2021,60,20/8/2021
74,55387.75,635,10349.98,4.55,,,14154.32,2,10808.92,Female,Part-Time,Bachelor,Car,East,Single,2018,36,26/8/2018
70,15648.74,620,7081.23,16.91,,3.6,5047.98,1,4957.81,Male,Full-Time,,Car,East,Divorced,2017,60,8/9/2017
59,40416.39,721,8398.46,10.42,3,3.7,8933.08,2,8352.79,Male,Full-Time,Master,Car,West,Single,2017,48,14/10/2017
56,19542.15,559,19142.5,40.03,0,0.1,3528.53,6,4483.24,Female,Full-Time,High School,Personal,East,Married,2016,36,28/5/2016
40,42595.23,700,6745.05,10.63,3,7.9,22031,9,10571.52,Female,Full-Time,,Education,East,,2014,36,6/5/2014
46,29784.07,701,7104.01,19.74,6,1.6,6745.31,1,9126.99,Male,Part-Time,,Education,North,Married,2019,84,1/10/2019
60,49068.56,675,26170.39,43.54,2,1.5,4678.64,5,16596.21,Female,Full-Time,Bachelor,Personal,Central,Single,2013,60,10/11/2013
34,53859.7,768,3153.29,6.82,1,1.1,927.31,4,9539.04,Male,Full-Time,Master,Education,West,Single,2014,48,8/2/2014
19,14158.79,618,14248.92,25.96,2,0.7,4630.2,4,2853.88,Male,Full-Time,,Personal,West,Divorced,2014,24,6/9/2014
46,26925.31,617,6253.71,32.57,0,19.3,10574,2,5207.42,Male,Self-Employed,Master,Home,West,Single,2014,24,2/12/2014
54,13132.45,832,9449.44,20.24,5,0.9,2956.95,2,2450.48,Female,Full-Time,Bachelor,Medical,West,Single,2017,36,20/1/2017
55,69491.44,719,13577.18,15.34,0,1,2010.4,2,20034.37,Female,Retired,Master,Personal,West,Single,2017,48,21/7/2017
36,122538.25,650,16698.94,19.69,3,2,5290.57,7,37447.21,Non-Binary,Self-Employed,Master,Medical,West,Married,2017,60,8/12/2017
25,,674,5279.62,41.17,2,,8067.43,1,15179.47,Male,Self-Employed,Bachelor,Personal,East,Single,2016,48,27/11/2016
34,79938.35,676,12925.12,28.34,1,3.9,1854.43,8,,Male,Self-Employed,Bachelor,Education,West,Divorced,2022,60,18/6/2022
42,85520.07,641,4779.01,24.32,1,1.5,12011.98,9,22492.47,Female,Full-Time,Master,Home,West,,2015,36,8/5/2015
62,11286.45,794,27370.03,58.51,1,8.2,65845.39,1,2622.38,Male,Part-Time,Bachelor,Home,Central,Married,2014,60,3/11/2014
43,175855.16,589,6492.39,25.8,0,1.8,24850.82,9,42158.82,Male,Full-Time,Master,Home,West,,2014,36,11/1/2014
37,178840.4,652,4589.67,28.91,1,,1889.58,5,33014.49,Female,Full-Time,,Education,Central,Married,2016,36,11/1/2016
25,63766.45,571,6406.19,48.98,4,4.8,7878.5,2,20991.41,Male,Part-Time,Bachelor,Car,North,Married,2013,12,7/8/2013
20,183641.04,541,19756.65,41.95,0,3.3,18064.93,1,47789.93,Male,Part-Time,Master,Medical,North,Married,2023,36,5/8/2023
30,88503.28,677,22540.87,48.03,1,1.7,6680.59,4,22464.36,Male,Full-Time,High School,Education,East,Married,2021,24,21/5/2021
52,79933.18,514,20907.87,17.59,2,1.9,3819.88,9,,Female,Full-Time,,Business,East,Divorced,2015,84,3/10/2015
36,,624,25605.09,35.12,4,8.9,644.12,7,15267.34,Female,Part-Time,High School,Home,East,Single,2018,48,5/5/2018
32,24827.1,692,5820.09,37.78,6,8.6,3497.5,6,4626.91,Male,Full-Time,Bachelor,Education,West,Divorced,2016,60,8/11/2016
71,24148.86,849,16204.73,25.54,1,2.5,969.83,0,5868.04,Male,Full-Time,Bachelor,Car,Central,,2024,48,18/11/2024
33,33243.04,759,8125.95,16.61,6,,65638.46,9,11269.43,Female,Full-Time,Bachelor,Personal,Central,Single,2012,36,3/8/2012
40,26954.31,602,9415.76,32.11,2,4.8,43284.17,8,5208.53,Male,Full-Time,High School,Medical,East,Single,2022,48,10/11/2022
49,77235.94,727,16071.36,10.96,1,1.7,2117.29,9,,Male,Full-Time,High School,Education,East,Divorced,2019,60,24/12/2019
41,51788.72,769,4333.26,15.34,1,1,444.72,6,10549.25,Female,Retired,High School,Car,East,Divorced,2016,60,15/12/2016
45,31276.68,588,13495.85,62.32,5,6.9,4923.01,3,7652.97,Female,Full-Time,,Education,Central,Single,2022,60,16/12/2022
58,47178.71,586,48527.38,15.22,5,1.3,3431.64,6,18148.48,Male,Retired,High School,Car,East,Married,2018,60,12/12/2018
34,84683.56,726,15911.89,37.19,0,1.5,18098.33,5,17698.29,Female,Part-Time,PhD,Education,East,Married,2016,24,14/3/2016
26,25460.59,754,12617.4,32.68,1,5.5,2549.48,3,7292.52,Male,Full-Time,Bachelor,Home,South,Married,2013,60,23/4/2013
50,17937.28,662,24097.86,52.74,5,0.6,11075.51,0,,Female,Part-Time,High School,Personal,East,,2016,12,22/9/2016
70,77749.24,640,39094.26,6.08,0,7.1,28268.31,2,29030.29,Male,Unemployed,Master,Car,North,Married,2013,60,12/1/2013
46,37498.13,757,7904.54,27.87,,,1449.37,2,13117.02,Female,Full-Time,,Education,Central,Single,2015,48,7/9/2015
63,103391.93,780,7399.14,35.18,3,0.4,1879.26,1,21774.52,Female,Full-Time,Bachelor,Home,West,,2014,12,14/2/2014
42,51647.25,619,13927.31,44.53,1,1.1,35877.99,0,15872.7,Female,Full-Time,High School,Car,Central,Married,2016,60,3/11/2016
73,18267.81,510,5926.38,49.01,0,0.9,2043.6,4,3595.73,Female,Full-Time,Bachelor,Car,North,Divorced,2015,36,19/11/2015
47,33182.17,733,8902.58,21.19,6,5.1,8427.82,6,12779.4,Male,Full-Time,High School,Business,South,Married,2019,36,25/10/2019
35,42916.05,621,5634.51,19.7,0,15.3,7628.14,7,11928.78,Male,Self-Employed,High School,Medical,East,Divorced,2021,60,26/10/2021
64,26201.59,709,28897.88,3.49,0,1.2,4993.79,8,8975.84,Female,Self-Employed,Bachelor,Home,Central,Married,2017,60,25/4/2017
28,34243.63,518,10903.55,5.34,1,8,27648.3,2,6792.02,Female,Unemployed,High School,Personal,South,,2011,36,21/9/2011
43,116618.88,819,13789.47,45.45,,1,1868.74,3,42984.76,Female,Full-Time,High School,Home,North,Married,2016,36,4/8/2016
50,35641.74,542,69937.81,59.43,3,6.9,806.92,4,8753.9,Male,Part-Time,Master,Home,East,Single,2021,84,14/8/2021
23,33452.9,638,30322.84,32.28,6,3,3345.11,3,11353.88,Female,Part-Time,Bachelor,Home,West,Married,2010,48,5/2/2010
34,,570,38383.13,11.33,4,7.6,,6,,Female,Full-Time,High School,Home,South,Married,2021,36,13/6/2021
48,38723.09,640,2777.01,7.82,1,11.7,44379.8,8,7116.31,Female,Full-Time,Master,Car,North,Widowed,2013,36,17/5/2013
22,16780.87,456,6421.43,34.17,2,3.2,1608.92,8,3980.78,Female,Full-Time,Bachelor,Medical,Central,Single,2018,36,22/9/2018
70,35498.74,770,14639.92,52.76,6,0.2,2816.3,1,13972.83,Male,Part-Time,Bachelor,Business,South,Married,2016,36,22/8/2016
40,24623.87,690,2502.06,24.99,1,4.4,10307.42,7,5754.29,Female,Part-Time,Bachelor,Business,Central,Divorced,2014,36,24/4/2014
27,19342.72,812,14421.17,9.46,2,13.3,6589.77,8,3715.74,Male,Full-Time,High School,Education,South,Married,2019,36,14/11/2019
27,16393,565,12117.85,4.21,2,0.3,2130.41,0,4065.67,Male,Unemployed,High School,Car,Central,,2016,48,4/7/2016
63,49352,765,11583.82,63.1,6,2.3,3228.11,4,9571.44,Female,Full-Time,High School,Home,North,Single,2019,48,1/5/2019
30,196096.8,576,8776.22,8.44,6,3.5,,6,63155.35,Male,Unemployed,Master,Home,South,Single,2023,36,27/1/2023
18,31721.54,692,62143.32,17.46,1,13.3,2111.21,2,5708.92,Male,Unemployed,PhD,Car,South,Single,2024,84,15/9/2024
66,,678,27173.54,35.86,5,8.3,8845.39,8,6550.13,Male,Part-Time,High School,Car,North,Divorced,2016,12,3/3/2016
48,109603.2,743,22265.15,17.44,0,,713.61,4,20774.37,Female,Full-Time,High School,Medical,South,Married,2020,36,13/9/2020
25,25257.18,550,11204.01,33.07,5,0.4,6264.83,3,5384.24,Female,Unemployed,Bachelor,Personal,South,Single,2014,36,18/1/2014
43,35808.75,746,5093.05,30.32,5,22.5,46494.54,0,,Female,Part-Time,Master,Medical,East,Single,2014,60,26/12/2014
67,36483.77,548,14360.86,32.21,3,2.1,2725.12,8,,Female,Self-Employed,,Education,North,Married,2010,36,2/5/2010
22,51737.24,783,49978.88,10.52,1,4.2,1017.44,9,20246.54,Non-Binary,Retired,Bachelor,Medical,East,Single,2014,84,2/7/2014
47,101803.64,683,10969.61,32.41,0,7.5,4009.07,1,17125.48,Male,Full-Time,High School,Business,Central,Widowed,2010,24,18/2/2010
40,42631.08,573,599.02,47.29,5,25.2,4525.55,7,11368.56,Male,Full-Time,Bachelor,Home,North,Divorced,2017,36,23/1/2017
28,55879.09,605,39625.48,41.79,2,12.7,4307.46,3,14164.79,Female,Retired,Master,Medical,West,,2019,60,20/10/2019
55,104980.03,707,11135.69,15.44,6,7,711.72,7,,Male,Full-Time,Bachelor,Education,East,Single,2020,36,10/12/2020
32,65896.83,773,7614.03,7.43,5,1.4,1178.24,4,13134.39,Female,Part-Time,High School,Car,West,Single,2021,48,15/4/2021
51,76640.18,811,28637.07,17.9,0,6.3,1695.25,7,19538.3,Female,Part-Time,,Personal,Central,Single,2015,36,14/1/2015
69,32635.26,433,2353.84,17.47,5,17.8,3990.87,1,5920.54,Male,Full-Time,Bachelor,Education,North,,2015,24,14/7/2015
41,14553.54,666,61916.52,17.83,1,6.3,44973.2,8,2488.47,Male,Full-Time,,Education,North,Single,2010,36,18/5/2010
47,61634.74,626,11388.71,16.24,5,6.4,,5,11012.62,Male,Part-Time,,Home,South,Single,2012,84,4/8/2012
59,81094.96,671,15469.67,30.62,3,8.1,8897.2,8,17248.35,Female,Part-Time,High School,Education,East,Married,2015,60,4/6/2015
68,38566.39,563,16863.9,15.17,5,4.6,5367.23,6,12258.95,Female,Full-Time,Bachelor,Car,Central,Married,2020,60,7/10/2020
22,42238.2,725,8507.81,40.99,0,7.4,4725.14,8,12347.45,Male,Part-Time,Master,Car,West,Married,2022,36,17/11/2022
46,59613.15,706,36223.49,14.73,6,,3613.8,0,22719.94,Male,Full-Time,PhD,Medical,Central,Married,2011,12,6/3/2011
21,52591.05,636,10047.72,33.5,5,2.7,13195,2,10697.01,Female,Unemployed,Bachelor,Home,North,Widowed,2018,36,27/9/2018
73,49076.85,572,8795.97,13.82,,6.4,40226.88,1,10578.71,Male,Full-Time,Bachelor,Home,East,Divorced,2023,24,28/6/2023
37,41854.42,492,34579.42,23.44,3,4,4185.02,2,,Female,Self-Employed,Bachelor,Car,North,Single,2020,60,25/2/2020
68,19376.89,599,10461.1,19.14,5,0.3,34946.41,1,,Female,Full-Time,High School,Personal,Central,Widowed,2015,60,14/12/2015
74,31483.86,696,9903.68,22.08,5,2.2,6957.23,3,11769.13,Female,Self-Employed,Master,Home,North,Single,2017,24,24/10/2017
72,26460.41,603,7269.89,55.95,4,5.1,963.58,1,6631.61,Female,Full-Time,High School,Car,Central,,2014,60,17/7/2014
33,68313.77,643,20186.79,46.25,6,1,1623.11,6,,Male,Full-Time,High School,Car,West,Divorced,2024,36,11/9/2024
21,43060.22,690,5543.49,30.64,,2.5,1915.8,1,14549.31,Female,Full-Time,High School,Education,South,Married,2016,84,8/9/2016
57,38740.42,485,78095.68,37.6,1,3.8,2457.4,0,8612.71,Female,Full-Time,Bachelor,Home,South,Divorced,2019,84,15/2/2019
73,75711.09,718,12468.01,39.25,1,2.9,8867.23,4,13366.31,Female,Unemployed,Bachelor,Personal,Central,Married,2023,36,8/1/2023
38,58920.8,537,15607.08,5.04,4,13.9,6527.3,9,14911.4,Female,Full-Time,,Car,North,Married,2015,48,22/2/2015
45,11986.25,586,32658.55,13.36,6,5.8,2059.21,3,2379.09,Male,Part-Time,Bachelor,Car,East,Divorced,2013,60,17/12/2013
22,118082.38,716,4115.73,21.1,2,2.6,2678.23,1,32604.21,Female,Full-Time,Bachelor,Car,Central,Married,2011,48,13/1/2011
58,134126.61,677,12540.14,17.19,5,1.8,13178.13,3,26224.16,Female,Full-Time,,Car,West,Married,2019,60,11/2/2019
66,106339.95,733,7137.07,26.79,5,5.5,11741.48,6,24388.75,Male,Self-Employed,High School,Home,West,Married,2023,36,7/10/2023
43,32738.06,686,26694.73,30.37,1,,3348.88,6,5469.64,Male,Part-Time,,Personal,North,,2020,36,18/9/2020
62,51848.48,832,9340.49,34.21,2,2.4,2150.62,8,11799.91,Male,Part-Time,Bachelor,Education,East,Married,2019,84,24/4/2019
44,110737.4,543,8750.93,36.18,1,1.1,8622.26,8,34957.84,Female,Full-Time,High School,Home,West,Divorced,2016,48,26/4/2016
74,36943.21,720,45517.9,39.17,0,6.1,4354.26,0,9801.16,Female,Unemployed,High School,Car,East,Single,2022,36,10/7/2022
39,41408.57,528,90120.8,54.81,3,2.9,3939.94,7,12300.7,Female,Part-Time,Bachelor,Medical,North,,2014,60,15/3/2014
64,63766.66,529,29437.44,45.75,4,,,2,14874.87,Male,Full-Time,Bachelor,Business,West,,2019,12,19/12/2019
73,17079.98,594,15241.82,32.56,2,2,8808.85,5,2910.69,Male,Full-Time,High School,Car,West,Married,2010,36,16/2/2010
47,155709.43,691,10630.54,52.89,2,,1254.27,1,,Female,Full-Time,Bachelor,Medical,West,Married,2015,36,8/7/2015
66,36450.89,728,19003.93,18.3,6,1.6,4326.91,7,14541.73,Female,Part-Time,Bachelor,Car,East,Divorced,2022,48,15/10/2022
39,64074.78,714,8645.35,19.45,0,26.7,4490.13,7,11012.69,Female,Part-Time,Master,Car,South,Widowed,2016,60,18/4/2016
31,29737.52,762,39106.24,37.95,4,2.3,8796.7,6,5574.64,Female,Part-Time,Bachelor,Personal,North,Divorced,2012,60,10/4/2012
31,25106.62,642,17953.1,25.92,1,0.1,31950.22,4,,Male,Full-Time,,Medical,South,Divorced,2019,48,8/12/2019
24,42210.4,634,24499.78,44.97,2,13,1684.52,0,7065.74,Male,Full-Time,,Car,South,Single,2022,48,13/12/2022
20,41368.43,690,67802.46,42.64,0,0.9,26354.16,0,7462.65,Female,Full-Time,Bachelor,Education,Central,Single,2014,48,18/4/2014
68,40804.18,673,12057.59,7.26,1,4.4,2989.2,3,7593.76,Male,Full-Time,High School,Medical,East,Married,2023,60,17/6/2023
72,85657.81,571,11905.88,39.54,6,7.9,7428.41,6,32120.33,Female,Full-Time,Master,Car,West,Married,2020,24,13/2/2020
45,,665,26317.76,22.41,5,16.6,651.92,4,6432.83,Female,Full-Time,Master,Car,West,Married,2021,24,15/8/2021
56,112262.57,632,6229.71,30.09,4,4.1,8638.83,4,21783.56,Female,Full-Time,Bachelor,Home,East,Single,2019,36,9/10/2019
74,51076.83,665,22941.09,9.09,3,0.9,18227.04,9,18586.52,Female,Full-Time,Bachelor,Car,Central,Married,2024,48,5/8/2024
56,28000.66,715,6788.38,37.86,6,3.2,4925.92,7,5591.94,Male,Full-Time,,Personal,North,Married,2018,36,22/7/2018
42,25303.87,676,41813.41,32.82,4,,8909.6,8,5976.01,Female,Full-Time,Bachelor,Personal,North,Married,2021,60,24/5/2021
37,172280.4,683,32305.77,12.36,4,5.3,1506.2,7,53635.29,Female,Full-Time,PhD,Business,East,Married,2023,24,14/4/2023
42,154704.6,693,17335.97,49.73,1,0,955.81,2,28244.48,Female,Unemployed,High School,Business,Central,Married,2015,60,8/11/2015
21,119818.56,587,22642.62,20.5,4,0.5,12361.29,7,27869.84,Female,Self-Employed,,Car,Central,Single,2011,60,12/2/2011
35,23859.65,639,5888.58,78.3,5,12.5,4339.25,6,8222.77,Female,Full-Time,High School,Medical,Central,Married,2022,48,15/6/2022
53,22899.41,850,38688.04,19.79,5,7.2,1523.95,3,4393.56,Male,Full-Time,PhD,Medical,South,Single,2016,36,14/9/2016
64,49204.94,591,23484.86,27.61,5,1.7,330.09,6,17009.13,Female,Self-Employed,Bachelor,Car,Central,Single,2016,60,18/8/2016
57,31830.15,597,16502.01,32.82,5,1.8,9810.47,9,9216.58,Female,Part-Time,,Home,West,Married,2016,24,7/4/2016
58,87659.59,702,36692.27,56.3,4,19.5,11999.92,2,28769.94,Male,Retired,Bachelor,Car,West,Married,2013,48,3/9/2013
54,114238.57,654,4814.87,22.74,5,,4285.33,9,29675.38,Female,Self-Employed,High School,Personal,East,Married,2021,24,19/2/2021
23,28464.72,574,11045.4,8.67,0,8.2,5144.87,7,6316.95,Female,Full-Time,PhD,Medical,South,Married,2015,84,13/2/2015
70,57893.11,528,4825.35,37.18,3,4.8,6883.56,9,10051.53,Female,Full-Time,Bachelor,Car,East,,2011,36,23/9/2011
39,50969.89,665,4636.2,36.64,0,7.4,29564.13,1,18408.64,Male,Full-Time,Master,Home,Central,Married,2019,12,7/12/2019
38,48017.03,791,13201.4,59.54,4,7.5,2649.6,9,8353.86,Female,Full-Time,Bachelor,Car,East,Widowed,2016,60,2/8/2016
23,115540.42,627,16813.89,49.81,3,0,3459.78,5,28247.91,Male,Full-Time,High School,Personal,South,Married,2013,36,12/12/2013
72,7021.46,580,5898.44,59.7,2,3.1,455.62,4,2596.01,Female,Retired,Master,Car,West,Single,2010,12,6/2/2010
20,,642,9689.45,22.03,4,9.3,5036.44,5,6683.94,Female,Full-Time,PhD,Home,Central,Married,2023,60,27/3/2023
57,48573.42,629,35199.67,23.51,1,0.9,9029.56,2,9997.54,Male,Full-Time,High School,Home,East,Widowed,2014,60,8/1/2014
54,66910.73,607,12708.43,10.4,2,0.2,3386.93,4,18412.14,Female,Full-Time,Bachelor,Car,North,Married,2016,36,11/2/2016
41,71842.77,662,19977.86,30.16,2,1,2773.64,7,13728.83,Non-Binary,Full-Time,Bachelor,Education,South,Married,2019,48,8/4/2019
19,75639.5,660,7419.07,16.71,6,4.8,877.59,5,24293.71,Female,Full-Time,Bachelor,Business,East,Single,2011,60,7/4/2011
28,37196.19,661,31230.48,25.84,5,,2962.45,3,11414.4,Male,Full-Time,Bachelor,Home,West,Married,2024,60,2/6/2024
21,98142.2,513,30472.26,33.36,4,8.7,33690.53,2,21449.91,Male,Part-Time,,Home,East,Single,2019,24,14/2/2019
32,48433.47,550,14219.9,39.63,3,3.3,31115.64,8,9746.26,Female,Part-Time,,Car,South,,2023,24,14/6/2023
32,32835.74,724,47817.51,22.19,0,4.2,6490.13,3,5804.13,Female,Full-Time,Bachelor,Car,South,Married,2012,36,6/10/2012
68,16744.71,523,3386.77,15.37,0,7.8,3785.39,4,3574.6,Female,Full-Time,,Business,West,Single,2020,36,3/6/2020
62,25473.43,821,14420.42,27.6,2,0.2,1807.71,2,4671.92,Male,Full-Time,High School,Personal,North,Single,2019,24,4/3/2019
23,28054.27,618,2162.72,9.57,2,6.2,8621.98,0,4770.63,Male,Full-Time,Bachelor,Home,East,Widowed,2011,84,16/1/2011
43,92062.44,583,16846.07,46.69,2,7.6,1976.05,0,23160.5,Male,Full-Time,Bachelor,Personal,East,,2021,24,13/3/2021
21,49083.57,713,21931.68,23.08,2,,271.94,6,11959.99,Female,Full-Time,Bachelor,Home,West,Married,2021,84,27/5/2021
50,22338.56,767,62671.81,10.92,1,3.2,6908.67,8,3922.06,Female,Part-Time,High School,Car,West,Married,2023,36,28/5/2023
37,52892.54,581,6829.2,33.4,2,1.5,2470.79,9,10006.91,Male,Part-Time,Bachelor,Education,North,,2021,48,9/3/2021
66,47981.99,541,22632.48,24.49,2,,8978.72,8,8119.68,Male,Self-Employed,Bachelor,Education,North,Married,2021,84,12/8/2021
28,91207.12,540,5024.22,26.8,4,5.4,2842.95,5,19934.54,Female,Self-Employed,Bachelor,Personal,West,Single,2024,36,10/9/2024
40,78169.83,593,15585.7,4.41,4,5.8,802.05,6,13725.99,Male,Full-Time,High School,Car,South,Single,2018,84,16/7/2018
61,144083.96,721,40549.54,33.93,0,1.7,6845.28,7,,Male,Full-Time,,Medical,East,Single,2018,12,19/3/2018
54,191103.7,602,16824.29,32.43,6,3.6,3777.05,9,48715.55,Male,Self-Employed,,Car,South,Single,2011,48,28/6/2011
72,36421.05,573,20419.64,20.82,5,0.7,1284.5,2,7899.73,Male,Self-Employed,Master,Education,North,Divorced,2016,36,8/2/2016
47,65213.22,731,5690.05,15.83,2,4.6,438.75,6,24924.91,Female,Retired,High School,Home,West,Single,2024,36,2/10/2024
48,,790,14092.44,27.79,,2.1,9260.85,9,8124.43,Male,Retired,,Business,West,Divorced,2023,36,8/1/2023
22,41143.59,692,32364.86,12.94,2,3.2,12458.84,1,7595.68,Female,Full-Time,Master,Home,Central,Married,2024,48,26/10/2024
61,53053.71,676,29431.89,54.58,3,6.5,,7,9592.24,Male,Part-Time,Master,Business,South,Divorced,2019,60,15/12/2019
31,65285.15,795,59154.96,21.2,0,3.8,12506.7,5,18582.3,Female,Full-Time,High School,Home,North,Single,2019,36,8/7/2019
73,23828.54,768,6582.84,41.08,,0.1,1188.86,8,9021.05,Female,Unemployed,Bachelor,Home,West,Single,2024,60,22/8/2024
28,86514.2,780,17805.81,38.83,5,2.9,6723.28,9,27170.28,Female,Part-Time,PhD,Home,North,Single,2016,36,13/12/2016
18,,570,7205.4,20.79,6,1.5,5957.24,8,7433.75,Male,Full-Time,,Home,North,Divorced,2018,48,1/10/2018
57,57721.84,547,7831.52,45.61,6,24.5,3889.54,4,13223.39,Male,Self-Employed,Bachelor,Car,East,Single,2014,24,2/5/2014
28,49460.5,549,8060.74,27,2,4.8,8009.64,2,12044.3,Male,Full-Time,High School,Home,North,Single,2019,48,1/7/2019
52,24353.14,703,22238.45,64.01,1,0.4,223775,1,,Female,Retired,PhD,Home,East,Married,2017,60,8/11/2017
31,53974.31,643,7941.84,33.1,3,2.7,515.63,3,20106.81,Male,Full-Time,Master,Car,North,Married,2015,36,26/2/2015
59,136159.14,694,5069.36,22.64,2,,3998.62,3,42591.44,Male,Full-Time,PhD,Education,North,Married,2023,48,16/5/2023
42,26297.57,692,18634.42,17.18,2,0,838.52,3,6265.14,Male,Full-Time,High School,Personal,East,Married,2016,36,25/7/2016
57,12763.95,812,20186.64,55.64,4,10.6,6844.43,5,3117.94,Female,Full-Time,High School,Car,Central,Married,2016,36,17/7/2016
31,141997.09,538,22958.57,7.98,4,2.7,20854.48,7,35013.28,Male,Part-Time,Bachelor,Personal,West,,2023,60,23/11/2023
50,21774.32,593,5338.23,22.76,1,11.2,,6,4204.49,Female,Full-Time,,Personal,West,Married,2018,12,19/5/2018
40,83809.02,800,5778.86,23.02,1,11,229.64,7,16883.76,Male,Part-Time,Bachelor,Car,East,,2020,48,19/7/2020
32,25304.48,519,31095.41,22.04,2,1,785.3,3,6265.35,Female,Part-Time,,Business,North,Widowed,2016,48,19/2/2016
57,42947.66,747,19009.05,46.11,0,0.5,1636.93,3,16215.1,Female,Full-Time,Master,Home,Central,Married,2023,24,24/4/2023
57,8516.15,643,7177.85,11.27,6,,7916.07,9,1555.04,Male,Unemployed,Bachelor,Education,East,,2024,48,20/4/2024
23,41101.52,742,37497.64,34.34,2,1.5,6226.53,3,,Male,Part-Time,Bachelor,Car,Central,Married,2017,48,14/12/2017
20,25013.32,729,15358.57,23.96,,4.8,4015.19,8,5102.47,Male,Full-Time,Master,Personal,North,Married,2024,36,18/2/2024
68,82777.03,698,9015.12,31.2,,17.9,3225,7,16481.82,Female,Self-Employed,High School,Personal,South,Divorced,2024,48,26/6/2024
25,48672.21,760,8412.75,30.28,4,0.3,20436.35,7,9085.99,Female,Full-Time,High School,Business,East,Single,2012,48,2/12/2012
32,,798,15942.81,18.48,4,0.7,52963.03,9,17195.79,Female,Full-Time,Master,Business,West,Married,2012,36,5/10/2012
50,70345.06,673,34643.74,58.77,2,6.5,13293.12,7,23173.32,Female,Part-Time,Master,Home,North,Single,2024,60,17/1/2024
56,64634.94,661,6340.26,36.06,0,0.8,2102.15,6,12177.41,Female,Full-Time,PhD,Education,South,Married,2019,36,12/5/2019
